product_id,product_name,category,subcategory,brand,unit_cost,unit_price,demand_weight
PRD-1499,L'Oreal Fragrances & Deo V78,Beauty & Personal Care,Fragrances & Deos,L'Oreal,293.74,650.0,1.05
PRD-1500,Nivea Grooming & Shaving V95,Beauty & Personal Care,Grooming & Shaving,Nivea,77.34,180.0,1.05
PRD-1501,Mamaearth Body Lotion V92,Beauty & Personal Care,Body Lotions,Mamaearth,213.87,550.0,1.05
PRD-1502,Maybelline Fragrances & Deo V11,Beauty & Personal Care,Fragrances & Deos,Maybelline,363.55,780.0,1.05
PRD-1503,The Body Shop Face Care & Serum V81,Beauty & Personal Care,Face Care & Serums,The Body Shop,132.34,250.0,1.05
PRD-1504,Nykaa Grooming & Shaving V96,Beauty & Personal Care,Grooming & Shaving,Nykaa,187.87,410.0,1.05
PRD-1505,Mamaearth Grooming & Shaving V23,Beauty & Personal Care,Grooming & Shaving,Mamaearth,130.87,340.0,1.05
PRD-1506,Biotique Body Lotion V28,Beauty & Personal Care,Body Lotions,Biotique,293.91,740.0,1.05
PRD-1507,The Body Shop Body Lotion V76,Beauty & Personal Care,Body Lotions,The Body Shop,182.53,340.0,1.05
PRD-1508,Maybelline Fragrances & Deo V99,Beauty & Personal Care,Fragrances & Deos,Maybelline,201.08,430.0,1.05
PRD-1509,Maybelline Fragrances & Deo V24,Beauty & Personal Care,Fragrances & Deos,Maybelline,58.34,150.0,1.05
PRD-1510,Maybelline Face Care & Serum V31,Beauty & Personal Care,Face Care & Serums,Maybelline,283.49,550.0,1.05
PRD-1511,Mamaearth Hair Shampoo & Oil V64,Beauty & Personal Care,Hair Shampoo & Oils,Mamaearth,218.64,490.0,1.05
PRD-1512,Nykaa Fragrances & Deo V33,Beauty & Personal Care,Fragrances & Deos,Nykaa,333.93,660.0,1.05
PRD-1513,Biotique Fragrances & Deo V35,Beauty & Personal Care,Fragrances & Deos,Biotique,60.34,120.0,1.05
PRD-1514,Biotique Fragrances & Deo V36,Beauty & Personal Care,Fragrances & Deos,Biotique,192.75,370.0,1.05
PRD-1515,Nivea Body Lotion V78,Beauty & Personal Care,Body Lotions,Nivea,269.95,500.0,1.05
PRD-1516,Maybelline Hair Shampoo & Oil V43,Beauty & Personal Care,Hair Shampoo & Oils,Maybelline,155.6,330.0,1.05
PRD-1517,Maybelline Fragrances & Deo V85,Beauty & Personal Care,Fragrances & Deos,Maybelline,261.18,520.0,1.05
PRD-1518,Maybelline Face Care & Serum V32,Beauty & Personal Care,Face Care & Serums,Maybelline,165.05,350.0,1.05
PRD-1519,Nivea Body Lotion V40,Beauty & Personal Care,Body Lotions,Nivea,252.3,570.0,1.05
PRD-1520,Nivea Body Lotion V75,Beauty & Personal Care,Body Lotions,Nivea,119.3,230.0,1.05
PRD-1521,Biotique Fragrances & Deo V64,Beauty & Personal Care,Fragrances & Deos,Biotique,257.38,520.0,1.05
PRD-1522,Dove Hair Shampoo & Oil V92,Beauty & Personal Care,Hair Shampoo & Oils,Dove,280.09,540.0,1.05
PRD-1523,Mamaearth Hair Shampoo & Oil V50,Beauty & Personal Care,Hair Shampoo & Oils,Mamaearth,179.55,440.0,1.05
PRD-1524,L'Oreal Fragrances & Deo V72,Beauty & Personal Care,Fragrances & Deos,L'Oreal,399.26,700.0,1.05
PRD-1525,Nykaa Hair Shampoo & Oil V74,Beauty & Personal Care,Hair Shampoo & Oils,Nykaa,383.75,670.0,1.05
PRD-1526,Biotique Fragrances & Deo V66,Beauty & Personal Care,Fragrances & Deos,Biotique,268.61,580.0,1.05
PRD-1527,Mamaearth Fragrances & Deo V38,Beauty & Personal Care,Fragrances & Deos,Mamaearth,61.79,160.0,1.05
PRD-1528,L'Oreal Body Lotion V31,Beauty & Personal Care,Body Lotions,L'Oreal,141.38,290.0,1.05
PRD-1529,Dove Fragrances & Deo V24,Beauty & Personal Care,Fragrances & Deos,Dove,193.27,480.0,1.05
PRD-1530,Maybelline Body Lotion V66,Beauty & Personal Care,Body Lotions,Maybelline,255.05,480.0,1.05
PRD-1531,Nykaa Grooming & Shaving V93,Beauty & Personal Care,Grooming & Shaving,Nykaa,316.38,790.0,1.05
PRD-1532,The Body Shop Hair Shampoo & Oil V43,Beauty & Personal Care,Hair Shampoo & Oils,The Body Shop,274.38,710.0,1.05
PRD-1533,Nivea Body Lotion V40,Beauty & Personal Care,Body Lotions,Nivea,237.3,410.0,1.05
PRD-1534,Maybelline Hair Shampoo & Oil V64,Beauty & Personal Care,Hair Shampoo & Oils,Maybelline,351.44,700.0,1.05
PRD-1535,Mamaearth Hair Shampoo & Oil V17,Beauty & Personal Care,Hair Shampoo & Oils,Mamaearth,352.76,650.0,1.05
PRD-1536,Maybelline Grooming & Shaving V31,Beauty & Personal Care,Grooming & Shaving,Maybelline,234.7,470.0,1.05
PRD-1537,The Body Shop Body Lotion V75,Beauty & Personal Care,Body Lotions,The Body Shop,130.04,300.0,1.05
PRD-1538,Mamaearth Face Care & Serum V17,Beauty & Personal Care,Face Care & Serums,Mamaearth,413.6,770.0,1.05
PRD-1539,Mamaearth Body Lotion V28,Beauty & Personal Care,Body Lotions,Mamaearth,239.86,590.0,1.05
PRD-1540,Nykaa Body Lotion V72,Beauty & Personal Care,Body Lotions,Nykaa,324.61,630.0,1.05
PRD-1541,The Body Shop Hair Shampoo & Oil V19,Beauty & Personal Care,Hair Shampoo & Oils,The Body Shop,245.72,540.0,1.05
PRD-1542,Biotique Face Care & Serum V57,Beauty & Personal Care,Face Care & Serums,Biotique,200.4,460.0,1.05
PRD-1543,Dove Fragrances & Deo V21,Beauty & Personal Care,Fragrances & Deos,Dove,125.56,330.0,1.05
PRD-1544,Maybelline Fragrances & Deo V60,Beauty & Personal Care,Fragrances & Deos,Maybelline,372.0,690.0,1.05
PRD-1545,Biotique Hair Shampoo & Oil V51,Beauty & Personal Care,Hair Shampoo & Oils,Biotique,325.68,680.0,1.05
PRD-1546,Maybelline Body Lotion V72,Beauty & Personal Care,Body Lotions,Maybelline,194.94,480.0,1.05
PRD-1547,L'Oreal Body Lotion V68,Beauty & Personal Care,Body Lotions,L'Oreal,65.68,130.0,1.05
PRD-1548,Nivea Face Care & Serum V68,Beauty & Personal Care,Face Care & Serums,Nivea,308.7,750.0,1.05
PRD-1549,Biotique Face Care & Serum V26,Beauty & Personal Care,Face Care & Serums,Biotique,124.25,240.0,1.05
PRD-1550,Mamaearth Body Lotion V21,Beauty & Personal Care,Body Lotions,Mamaearth,394.28,710.0,1.05
PRD-1551,The Body Shop Body Lotion V93,Beauty & Personal Care,Body Lotions,The Body Shop,82.06,160.0,1.05
PRD-1552,L'Oreal Hair Shampoo & Oil V99,Beauty & Personal Care,Hair Shampoo & Oils,L'Oreal,167.62,380.0,1.05
PRD-1553,Biotique Hair Shampoo & Oil V10,Beauty & Personal Care,Hair Shampoo & Oils,Biotique,291.61,560.0,1.05
PRD-1554,Dove Hair Shampoo & Oil V76,Beauty & Personal Care,Hair Shampoo & Oils,Dove,74.81,150.0,1.05
PRD-1555,L'Oreal Fragrances & Deo V25,Beauty & Personal Care,Fragrances & Deos,L'Oreal,44.87,100.0,1.05
PRD-1556,Mamaearth Fragrances & Deo V21,Beauty & Personal Care,Fragrances & Deos,Mamaearth,183.09,430.0,1.05
PRD-1557,Nivea Face Care & Serum V27,Beauty & Personal Care,Face Care & Serums,Nivea,177.98,320.0,1.05
PRD-1558,Mamaearth Fragrances & Deo V18,Beauty & Personal Care,Fragrances & Deos,Mamaearth,283.49,550.0,1.05
PRD-1559,L'Oreal Grooming & Shaving V54,Beauty & Personal Care,Grooming & Shaving,L'Oreal,218.8,530.0,1.05
PRD-1560,Mamaearth Hair Shampoo & Oil V66,Beauty & Personal Care,Hair Shampoo & Oils,Mamaearth,372.38,740.0,1.05
PRD-1561,Nivea Hair Shampoo & Oil V25,Beauty & Personal Care,Hair Shampoo & Oils,Nivea,297.84,730.0,1.05
PRD-1562,Biotique Grooming & Shaving V27,Beauty & Personal Care,Grooming & Shaving,Biotique,163.06,350.0,1.05
PRD-1563,The Body Shop Hair Shampoo & Oil V86,Beauty & Personal Care,Hair Shampoo & Oils,The Body Shop,236.3,550.0,1.05
PRD-1564,The Body Shop Grooming & Shaving V94,Beauty & Personal Care,Grooming & Shaving,The Body Shop,331.58,640.0,1.05
PRD-1565,Nykaa Body Lotion V60,Beauty & Personal Care,Body Lotions,Nykaa,221.68,460.0,1.05
PRD-1566,L'Oreal Body Lotion V40,Beauty & Personal Care,Body Lotions,L'Oreal,350.19,650.0,1.05
PRD-1567,Biotique Fragrances & Deo V86,Beauty & Personal Care,Fragrances & Deos,Biotique,86.38,180.0,1.05
PRD-1568,L'Oreal Face Care & Serum V26,Beauty & Personal Care,Face Care & Serums,L'Oreal,447.76,790.0,1.05
PRD-1569,Biotique Fragrances & Deo V70,Beauty & Personal Care,Fragrances & Deos,Biotique,180.81,350.0,1.05
PRD-1570,L'Oreal Face Care & Serum V37,Beauty & Personal Care,Face Care & Serums,L'Oreal,195.21,510.0,1.05
PRD-1571,L'Oreal Face Care & Serum V46,Beauty & Personal Care,Face Care & Serums,L'Oreal,349.29,760.0,1.05
PRD-1572,Biotique Grooming & Shaving V91,Beauty & Personal Care,Grooming & Shaving,Biotique,184.18,400.0,1.05
PRD-1573,Mamaearth Grooming & Shaving V75,Beauty & Personal Care,Grooming & Shaving,Mamaearth,128.17,290.0,1.05
PRD-1574,Mamaearth Hair Shampoo & Oil V91,Beauty & Personal Care,Hair Shampoo & Oils,Mamaearth,215.33,470.0,1.05
PRD-1575,The Body Shop Face Care & Serum V40,Beauty & Personal Care,Face Care & Serums,The Body Shop,310.34,590.0,1.05
PRD-1576,Nykaa Face Care & Serum V68,Beauty & Personal Care,Face Care & Serums,Nykaa,74.7,160.0,1.05
PRD-1577,L'Oreal Grooming & Shaving V32,Beauty & Personal Care,Grooming & Shaving,L'Oreal,169.07,320.0,1.05
PRD-1578,L'Oreal Face Care & Serum V30,Beauty & Personal Care,Face Care & Serums,L'Oreal,306.98,590.0,1.05
PRD-1579,Maybelline Fragrances & Deo V43,Beauty & Personal Care,Fragrances & Deos,Maybelline,252.2,470.0,1.05
PRD-1580,Maybelline Hair Shampoo & Oil V44,Beauty & Personal Care,Hair Shampoo & Oils,Maybelline,101.88,190.0,1.05
PRD-1581,Bata Casual Sneaker V77,Footwear,Casual Sneakers,Bata,350.53,629.0,0.95
PRD-1582,Campus Casual Sneaker V19,Footwear,Casual Sneakers,Campus,624.08,1069.0,0.95
PRD-1583,Liberty Sandals & Floater V82,Footwear,Sandals & Floaters,Liberty,411.09,839.0,0.95
PRD-1584,Woodland Formal Shoe V83,Footwear,Formal Shoes,Woodland,265.64,429.0,0.95
PRD-1585,Sparx Casual Sneaker V11,Footwear,Casual Sneakers,Sparx,528.03,1099.0,0.95
PRD-1586,Bata Formal Shoe V29,Footwear,Formal Shoes,Bata,433.11,789.0,0.95
PRD-1587,Bata Formal Shoe V93,Footwear,Formal Shoes,Bata,566.52,879.0,0.95
PRD-1588,Sparx Sandals & Floater V50,Footwear,Sandals & Floaters,Sparx,343.5,619.0,0.95
PRD-1589,Puma Sports Shoe V96,Footwear,Sports Shoes,Puma,455.86,909.0,0.95
PRD-1590,Red Tape Casual Sneaker V15,Footwear,Casual Sneakers,Red Tape,291.58,509.0,0.95
PRD-1591,Puma Sandals & Floater V49,Footwear,Sandals & Floaters,Puma,800.58,1259.0,0.95
PRD-1592,Puma Sports Shoe V35,Footwear,Sports Shoes,Puma,428.0,889.0,0.95
PRD-1593,Campus Sports Shoe V57,Footwear,Sports Shoes,Campus,575.51,1099.0,0.95
PRD-1594,Liberty Slippers & Flip Flop V79,Footwear,Slippers & Flip Flops,Liberty,866.9,1399.0,0.95
PRD-1595,Red Tape Formal Shoe V39,Footwear,Formal Shoes,Red Tape,143.44,259.0,0.95
PRD-1596,Woodland Slippers & Flip Flop V11,Footwear,Slippers & Flip Flops,Woodland,592.12,979.0,0.95
PRD-1597,Bata Sports Shoe V49,Footwear,Sports Shoes,Bata,612.91,1119.0,0.95
PRD-1598,Sparx Casual Sneaker V72,Footwear,Casual Sneakers,Sparx,449.15,859.0,0.95
PRD-1599,Red Tape Casual Sneaker V39,Footwear,Casual Sneakers,Red Tape,531.02,1069.0,0.95
PRD-1600,Crocs Slippers & Flip Flop V20,Footwear,Slippers & Flip Flops,Crocs,573.85,1049.0,0.95
PRD-1601,Puma Slippers & Flip Flop V60,Footwear,Slippers & Flip Flops,Puma,493.01,829.0,0.95
PRD-1602,Bata Casual Sneaker V40,Footwear,Casual Sneakers,Bata,489.52,749.0,0.95
PRD-1603,Campus Sports Shoe V60,Footwear,Sports Shoes,Campus,794.78,1229.0,0.95
PRD-1604,Woodland Sports Shoe V35,Footwear,Sports Shoes,Woodland,401.46,769.0,0.95
PRD-1605,Puma Formal Shoe V69,Footwear,Formal Shoes,Puma,218.61,429.0,0.95
PRD-1606,Crocs Sports Shoe V36,Footwear,Sports Shoes,Crocs,211.81,389.0,0.95
PRD-1607,Campus Sandals & Floater V21,Footwear,Sandals & Floaters,Campus,493.46,779.0,0.95
PRD-1608,Campus Formal Shoe V15,Footwear,Formal Shoes,Campus,725.92,1199.0,0.95
PRD-1609,Woodland Formal Shoe V55,Footwear,Formal Shoes,Woodland,254.76,419.0,0.95
PRD-1610,Bata Sandals & Floater V32,Footwear,Sandals & Floaters,Bata,542.11,1029.0,0.95
PRD-1611,Crocs Casual Sneaker V80,Footwear,Casual Sneakers,Crocs,712.91,1229.0,0.95
PRD-1612,Puma Formal Shoe V27,Footwear,Formal Shoes,Puma,486.64,779.0,0.95
PRD-1613,Bata Casual Sneaker V38,Footwear,Casual Sneakers,Bata,197.96,319.0,0.95
PRD-1614,Sparx Formal Shoe V90,Footwear,Formal Shoes,Sparx,655.86,1199.0,0.95
PRD-1615,Campus Casual Sneaker V18,Footwear,Casual Sneakers,Campus,641.05,1299.0,0.95
PRD-1616,Liberty Formal Shoe V52,Footwear,Formal Shoes,Liberty,585.44,1179.0,0.95
PRD-1617,Bata Casual Sneaker V83,Footwear,Casual Sneakers,Bata,650.03,1329.0,0.95
PRD-1618,Crocs Sandals & Floater V64,Footwear,Sandals & Floaters,Crocs,449.54,819.0,0.95
PRD-1619,Woodland Formal Shoe V45,Footwear,Formal Shoes,Woodland,256.33,499.0,0.95
PRD-1620,Red Tape Sandals & Floater V41,Footwear,Sandals & Floaters,Red Tape,170.93,289.0,0.95
PRD-1621,Liberty Sports Shoe V17,Footwear,Sports Shoes,Liberty,416.39,719.0,0.95
PRD-1622,Campus Casual Sneaker V92,Footwear,Casual Sneakers,Campus,382.71,689.0,0.95
PRD-1623,Sparx Slippers & Flip Flop V12,Footwear,Slippers & Flip Flops,Sparx,605.03,969.0,0.95
PRD-1624,Woodland Sandals & Floater V54,Footwear,Sandals & Floaters,Woodland,495.91,799.0,0.95
PRD-1625,Woodland Slippers & Flip Flop V50,Footwear,Slippers & Flip Flops,Woodland,358.14,699.0,0.95
PRD-1626,Sparx Slippers & Flip Flop V45,Footwear,Slippers & Flip Flops,Sparx,174.63,279.0,0.95
PRD-1627,Liberty Casual Sneaker V39,Footwear,Casual Sneakers,Liberty,530.89,859.0,0.95
PRD-1628,Puma Formal Shoe V78,Footwear,Formal Shoes,Puma,276.88,529.0,0.95
PRD-1629,Sparx Casual Sneaker V59,Footwear,Casual Sneakers,Sparx,597.1,909.0,0.95
PRD-1630,Red Tape Sports Shoe V99,Footwear,Sports Shoes,Red Tape,263.41,449.0,0.95
PRD-1631,Bata Sports Shoe V82,Footwear,Sports Shoes,Bata,575.36,1059.0,0.95
PRD-1632,Red Tape Slippers & Flip Flop V73,Footwear,Slippers & Flip Flops,Red Tape,461.98,899.0,0.95
PRD-1633,Campus Slippers & Flip Flop V17,Footwear,Slippers & Flip Flops,Campus,218.59,449.0,0.95
PRD-1634,Sparx Formal Shoe V52,Footwear,Formal Shoes,Sparx,152.26,269.0,0.95
PRD-1635,Sparx Slippers & Flip Flop V32,Footwear,Slippers & Flip Flops,Sparx,638.24,1179.0,0.95
PRD-1636,Bata Sports Shoe V28,Footwear,Sports Shoes,Bata,157.52,269.0,0.95
PRD-1637,Woodland Casual Sneaker V94,Footwear,Casual Sneakers,Woodland,738.24,1349.0,0.95
PRD-1638,Puma Sandals & Floater V30,Footwear,Sandals & Floaters,Puma,343.83,639.0,0.95
PRD-1639,Liberty Sandals & Floater V81,Footwear,Sandals & Floaters,Liberty,510.85,999.0,0.95
PRD-1640,Woodland Slippers & Flip Flop V32,Footwear,Slippers & Flip Flops,Woodland,298.28,509.0,0.95
PRD-1641,Campus Sandals & Floater V32,Footwear,Sandals & Floaters,Campus,580.45,1089.0,0.95
PRD-1642,Crocs Casual Sneaker V82,Footwear,Casual Sneakers,Crocs,760.44,1229.0,0.95
PRD-1643,Red Tape Casual Sneaker V88,Footwear,Casual Sneakers,Red Tape,606.39,939.0,0.95
PRD-1644,Puma Formal Shoe V19,Footwear,Formal Shoes,Puma,671.56,1329.0,0.95
PRD-1645,Woodland Formal Shoe V21,Footwear,Formal Shoes,Woodland,703.59,1379.0,0.95
PRD-1646,Liberty Sports Shoe V98,Footwear,Sports Shoes,Liberty,134.1,259.0,0.95
PRD-1647,Woodland Casual Sneaker V10,Footwear,Casual Sneakers,Woodland,269.2,539.0,0.95
PRD-1648,Crocs Casual Sneaker V31,Footwear,Casual Sneakers,Crocs,416.1,749.0,0.95
PRD-1649,Liberty Sandals & Floater V58,Footwear,Sandals & Floaters,Liberty,683.92,1259.0,0.95
PRD-1650,Liberty Casual Sneaker V97,Footwear,Casual Sneakers,Liberty,676.91,1159.0,0.95
PRD-1651,Red Tape Formal Shoe V14,Footwear,Formal Shoes,Red Tape,479.74,769.0,0.95
PRD-1652,Bata Sports Shoe V19,Footwear,Sports Shoes,Bata,403.15,619.0,0.95
PRD-1653,Red Tape Sports Shoe V19,Footwear,Sports Shoes,Red Tape,645.87,1269.0,0.95
PRD-1654,Puma Slippers & Flip Flop V71,Footwear,Slippers & Flip Flops,Puma,420.05,639.0,0.95
PRD-1655,Crocs Casual Sneaker V65,Footwear,Casual Sneakers,Crocs,677.39,1329.0,0.95
PRD-1656,Bata Formal Shoe V34,Footwear,Formal Shoes,Bata,190.77,369.0,0.95
PRD-1657,Campus Sandals & Floater V22,Footwear,Sandals & Floaters,Campus,538.33,1009.0,0.95
PRD-1658,Crocs Casual Sneaker V29,Footwear,Casual Sneakers,Crocs,573.74,909.0,0.95
PRD-1659,Woodland Casual Sneaker V94,Footwear,Casual Sneakers,Woodland,123.45,249.0,0.95
PRD-1660,Liberty Slippers & Flip Flop V31,Footwear,Slippers & Flip Flops,Liberty,232.14,479.0,0.95
PRD-1661,Puma Sports Shoe V60,Footwear,Sports Shoes,Puma,395.12,789.0,0.95
PRD-1662,Liberty Sandals & Floater V92,Footwear,Sandals & Floaters,Liberty,674.93,1279.0,0.95
PRD-1663,Crocs Slippers & Flip Flop V57,Footwear,Slippers & Flip Flops,Crocs,293.48,459.0,0.95
PRD-1664,Liberty Formal Shoe V43,Footwear,Formal Shoes,Liberty,167.19,299.0,0.95
PRD-1665,Campus Formal Shoe V99,Footwear,Formal Shoes,Campus,455.98,899.0,0.95
PRD-1666,Puma Casual Sneaker V62,Footwear,Casual Sneakers,Puma,637.36,1019.0,0.95
PRD-1667,Sparx Slippers & Flip Flop V76,Footwear,Slippers & Flip Flops,Sparx,561.26,889.0,0.95
PRD-1668,Liberty Sandals & Floater V48,Footwear,Sandals & Floaters,Liberty,474.88,909.0,0.95
PRD-1669,Crocs Casual Sneaker V74,Footwear,Casual Sneakers,Crocs,784.45,1289.0,0.95
PRD-1670,Red Tape Slippers & Flip Flop V32,Footwear,Slippers & Flip Flops,Red Tape,239.74,389.0,0.95
PRD-1671,Sparx Formal Shoe V64,Footwear,Formal Shoes,Sparx,592.7,1179.0,0.95
PRD-1672,Crocs Casual Sneaker V28,Footwear,Casual Sneakers,Crocs,300.84,479.0,0.95
PRD-1673,Campus Slippers & Flip Flop V18,Footwear,Slippers & Flip Flops,Campus,378.13,619.0,0.95
PRD-1674,Crocs Casual Sneaker V45,Footwear,Casual Sneakers,Crocs,515.06,889.0,0.95
PRD-1675,Liberty Slippers & Flip Flop V99,Footwear,Slippers & Flip Flops,Liberty,626.41,1299.0,0.95
PRD-1676,Crocs Slippers & Flip Flop V82,Footwear,Slippers & Flip Flops,Crocs,192.13,379.0,0.95
PRD-1677,Puma Slippers & Flip Flop V22,Footwear,Slippers & Flip Flops,Puma,760.9,1309.0,0.95
PRD-1678,Woodland Sports Shoe V93,Footwear,Sports Shoes,Woodland,664.18,1259.0,0.95
PRD-1679,Liberty Sandals & Floater V28,Footwear,Sandals & Floaters,Liberty,153.05,289.0,0.95
PRD-1680,Crocs Slippers & Flip Flop V52,Footwear,Slippers & Flip Flops,Crocs,185.0,289.0,0.95
PRD-1681,Decathlon Yoga Mat V57,Sports & Fitness,Yoga Mats,Decathlon,619.15,930.0,0.85
PRD-1682,Yonex Gym Dumbbells & Band V45,Sports & Fitness,Gym Dumbbells & Bands,Yonex,560.1,1010.0,0.85
PRD-1683,Strauss Fitness Tracker V39,Sports & Fitness,Fitness Trackers,Strauss,455.56,880.0,0.85
PRD-1684,Yonex Yoga Mat V51,Sports & Fitness,Yoga Mats,Yonex,678.32,1170.0,0.85
PRD-1685,Kore Badminton & Tenni V34,Sports & Fitness,Badminton & Tennis,Kore,363.56,590.0,0.85
PRD-1686,Nivia Fitness Tracker V72,Sports & Fitness,Fitness Trackers,Nivia,636.35,1110.0,0.85
PRD-1687,Strauss Sports Bottle V30,Sports & Fitness,Sports Bottles,Strauss,275.46,540.0,0.85
PRD-1688,Yonex Gym Dumbbells & Band V77,Sports & Fitness,Gym Dumbbells & Bands,Yonex,509.62,890.0,0.85
PRD-1689,Decathlon Sports Bottle V35,Sports & Fitness,Sports Bottles,Decathlon,216.99,330.0,0.85
PRD-1690,Nivia Gym Dumbbells & Band V56,Sports & Fitness,Gym Dumbbells & Bands,Nivia,91.64,180.0,0.85
PRD-1691,Yonex Yoga Mat V60,Sports & Fitness,Yoga Mats,Yonex,315.12,540.0,0.85
PRD-1692,Kore Gym Dumbbells & Band V86,Sports & Fitness,Gym Dumbbells & Bands,Kore,102.07,180.0,0.85
PRD-1693,Nivia Fitness Tracker V80,Sports & Fitness,Fitness Trackers,Nivia,679.09,1160.0,0.85
PRD-1694,Yonex Badminton & Tenni V98,Sports & Fitness,Badminton & Tennis,Yonex,211.52,320.0,0.85
PRD-1695,Yonex Gym Dumbbells & Band V83,Sports & Fitness,Gym Dumbbells & Bands,Yonex,91.61,180.0,0.85
PRD-1696,Strauss Yoga Mat V36,Sports & Fitness,Yoga Mats,Strauss,205.4,380.0,0.85
PRD-1697,Kore Badminton & Tenni V97,Sports & Fitness,Badminton & Tennis,Kore,292.09,580.0,0.85
PRD-1698,Cosco Gym Dumbbells & Band V86,Sports & Fitness,Gym Dumbbells & Bands,Cosco,684.34,1110.0,0.85
PRD-1699,Nivia Gym Dumbbells & Band V49,Sports & Fitness,Gym Dumbbells & Bands,Nivia,264.42,410.0,0.85
PRD-1700,Cosco Badminton & Tenni V68,Sports & Fitness,Badminton & Tennis,Cosco,712.08,1090.0,0.85
PRD-1701,Nivia Badminton & Tenni V89,Sports & Fitness,Badminton & Tennis,Nivia,398.01,640.0,0.85
PRD-1702,Boldfit Fitness Tracker V94,Sports & Fitness,Fitness Trackers,Boldfit,153.94,260.0,0.85
PRD-1703,Boldfit Badminton & Tenni V48,Sports & Fitness,Badminton & Tennis,Boldfit,505.99,830.0,0.85
PRD-1704,Cosco Gym Dumbbells & Band V91,Sports & Fitness,Gym Dumbbells & Bands,Cosco,149.14,220.0,0.85
PRD-1705,Strauss Badminton & Tenni V93,Sports & Fitness,Badminton & Tennis,Strauss,271.96,440.0,0.85
PRD-1706,Nivia Badminton & Tenni V17,Sports & Fitness,Badminton & Tennis,Nivia,197.71,310.0,0.85
PRD-1707,Cosco Sports Bottle V13,Sports & Fitness,Sports Bottles,Cosco,522.93,840.0,0.85
PRD-1708,Yonex Fitness Tracker V59,Sports & Fitness,Fitness Trackers,Yonex,241.64,420.0,0.85
PRD-1709,Boldfit Gym Dumbbells & Band V34,Sports & Fitness,Gym Dumbbells & Bands,Boldfit,536.64,890.0,0.85
PRD-1710,Kore Badminton & Tenni V91,Sports & Fitness,Badminton & Tennis,Kore,561.18,900.0,0.85
PRD-1711,Kore Fitness Tracker V31,Sports & Fitness,Fitness Trackers,Kore,293.64,530.0,0.85
PRD-1712,Nivia Sports Bottle V43,Sports & Fitness,Sports Bottles,Nivia,268.98,460.0,0.85
PRD-1713,Strauss Sports Bottle V52,Sports & Fitness,Sports Bottles,Strauss,744.2,1110.0,0.85
PRD-1714,Nivia Gym Dumbbells & Band V49,Sports & Fitness,Gym Dumbbells & Bands,Nivia,329.66,520.0,0.85
PRD-1715,Strauss Fitness Tracker V84,Sports & Fitness,Fitness Trackers,Strauss,612.26,1080.0,0.85
PRD-1716,Cosco Badminton & Tenni V91,Sports & Fitness,Badminton & Tennis,Cosco,608.08,1040.0,0.85
PRD-1717,Boldfit Sports Bottle V34,Sports & Fitness,Sports Bottles,Boldfit,584.61,1140.0,0.85
PRD-1718,Decathlon Sports Bottle V48,Sports & Fitness,Sports Bottles,Decathlon,602.82,1060.0,0.85
PRD-1719,Decathlon Fitness Tracker V35,Sports & Fitness,Fitness Trackers,Decathlon,558.77,1060.0,0.85
PRD-1720,Cosco Badminton & Tenni V68,Sports & Fitness,Badminton & Tennis,Cosco,786.25,1190.0,0.85
PRD-1721,Yonex Yoga Mat V20,Sports & Fitness,Yoga Mats,Yonex,559.09,1050.0,0.85
PRD-1722,Yonex Fitness Tracker V91,Sports & Fitness,Fitness Trackers,Yonex,430.78,810.0,0.85
PRD-1723,Decathlon Gym Dumbbells & Band V31,Sports & Fitness,Gym Dumbbells & Bands,Decathlon,333.37,620.0,0.85
PRD-1724,Strauss Sports Bottle V21,Sports & Fitness,Sports Bottles,Strauss,205.23,320.0,0.85
PRD-1725,Boldfit Yoga Mat V64,Sports & Fitness,Yoga Mats,Boldfit,346.38,600.0,0.85
PRD-1726,Cosco Fitness Tracker V57,Sports & Fitness,Fitness Trackers,Cosco,89.41,150.0,0.85
PRD-1727,Yonex Gym Dumbbells & Band V12,Sports & Fitness,Gym Dumbbells & Bands,Yonex,559.85,940.0,0.85
PRD-1728,Kore Gym Dumbbells & Band V54,Sports & Fitness,Gym Dumbbells & Bands,Kore,497.47,920.0,0.85
PRD-1729,Nivia Badminton & Tenni V49,Sports & Fitness,Badminton & Tennis,Nivia,153.56,260.0,0.85
PRD-1730,Decathlon Yoga Mat V47,Sports & Fitness,Yoga Mats,Decathlon,559.21,1010.0,0.85
PRD-1731,Kore Fitness Tracker V65,Sports & Fitness,Fitness Trackers,Kore,416.04,700.0,0.85
PRD-1732,Yonex Yoga Mat V34,Sports & Fitness,Yoga Mats,Yonex,700.0,1190.0,0.85
PRD-1733,Strauss Yoga Mat V26,Sports & Fitness,Yoga Mats,Strauss,308.44,570.0,0.85
PRD-1734,Kore Yoga Mat V25,Sports & Fitness,Yoga Mats,Kore,100.44,170.0,0.85
PRD-1735,Kore Badminton & Tenni V91,Sports & Fitness,Badminton & Tennis,Kore,420.58,830.0,0.85
PRD-1736,Strauss Badminton & Tenni V16,Sports & Fitness,Badminton & Tennis,Strauss,361.21,710.0,0.85
PRD-1737,Kore Gym Dumbbells & Band V24,Sports & Fitness,Gym Dumbbells & Bands,Kore,523.94,1030.0,0.85
PRD-1738,Cosco Fitness Tracker V70,Sports & Fitness,Fitness Trackers,Cosco,329.18,550.0,0.85
