date,year,quarter,month,month_number,week,day,day_name
2023-10-31,2023,Q4,October,10,44,31,Tuesday
2023-11-01,2023,Q4,November,11,44,1,Wednesday
2023-11-02,2023,Q4,November,11,44,2,Thursday
2023-11-03,2023,Q4,November,11,44,3,Friday
2023-11-04,2023,Q4,November,11,44,4,Saturday
2023-11-05,2023,Q4,November,11,44,5,Sunday
2023-11-06,2023,Q4,November,11,45,6,Monday
2023-11-07,2023,Q4,November,11,45,7,Tuesday
2023-11-08,2023,Q4,November,11,45,8,Wednesday
2023-11-09,2023,Q4,November,11,45,9,Thursday
2023-11-10,2023,Q4,November,11,45,10,Friday
2023-11-11,2023,Q4,November,11,45,11,Saturday
2023-11-12,2023,Q4,November,11,45,12,Sunday
2023-11-13,2023,Q4,November,11,46,13,Monday
2023-11-14,2023,Q4,November,11,46,14,Tuesday
2023-11-15,2023,Q4,November,11,46,15,Wednesday
2023-11-16,2023,Q4,November,11,46,16,Thursday
2023-11-17,2023,Q4,November,11,46,17,Friday
2023-11-18,2023,Q4,November,11,46,18,Saturday
2023-11-19,2023,Q4,November,11,46,19,Sunday
2023-11-20,2023,Q4,November,11,47,20,Monday
2023-11-21,2023,Q4,November,11,47,21,Tuesday
2023-11-22,2023,Q4,November,11,47,22,Wednesday
2023-11-23,2023,Q4,November,11,47,23,Thursday
2023-11-24,2023,Q4,November,11,47,24,Friday
2023-11-25,2023,Q4,November,11,47,25,Saturday
2023-11-26,2023,Q4,November,11,47,26,Sunday
2023-11-27,2023,Q4,November,11,48,27,Monday
2023-11-28,2023,Q4,November,11,48,28,Tuesday
2023-11-29,2023,Q4,November,11,48,29,Wednesday
2023-11-30,2023,Q4,November,11,48,30,Thursday
2023-12-01,2023,Q4,December,12,48,1,Friday
2023-12-02,2023,Q4,December,12,48,2,Saturday
2023-12-03,2023,Q4,December,12,48,3,Sunday
2023-12-04,2023,Q4,December,12,49,4,Monday
2023-12-05,2023,Q4,December,12,49,5,Tuesday
2023-12-06,2023,Q4,December,12,49,6,Wednesday
2023-12-07,2023,Q4,December,12,49,7,Thursday
2023-12-08,2023,Q4,December,12,49,8,Friday
2023-12-09,2023,Q4,December,12,49,9,Saturday
2023-12-10,2023,Q4,December,12,49,10,Sunday
2023-12-11,2023,Q4,December,12,50,11,Monday
2023-12-12,2023,Q4,December,12,50,12,Tuesday
2023-12-13,2023,Q4,December,12,50,13,Wednesday
2023-12-14,2023,Q4,December,12,50,14,Thursday
2023-12-15,2023,Q4,December,12,50,15,Friday
2023-12-16,2023,Q4,December,12,50,16,Saturday
2023-12-17,2023,Q4,December,12,50,17,Sunday
2023-12-18,2023,Q4,December,12,51,18,Monday
2023-12-19,2023,Q4,December,12,51,19,Tuesday
2023-12-20,2023,Q4,December,12,51,20,Wednesday
2023-12-21,2023,Q4,December,12,51,21,Thursday
2023-12-22,2023,Q4,December,12,51,22,Friday
2023-12-23,2023,Q4,December,12,51,23,Saturday
2023-12-24,2023,Q4,December,12,51,24,Sunday
2023-12-25,2023,Q4,December,12,52,25,Monday
2023-12-26,2023,Q4,December,12,52,26,Tuesday
2023-12-27,2023,Q4,December,12,52,27,Wednesday
2023-12-28,2023,Q4,December,12,52,28,Thursday
2023-12-29,2023,Q4,December,12,52,29,Friday
2023-12-30,2023,Q4,December,12,52,30,Saturday
2023-12-31,2023,Q4,December,12,52,31,Sunday
2024-01-01,2024,Q1,January,1,1,1,Monday
2024-01-02,2024,Q1,January,1,1,2,Tuesday
2024-01-03,2024,Q1,January,1,1,3,Wednesday
2024-01-04,2024,Q1,January,1,1,4,Thursday
2024-01-05,2024,Q1,January,1,1,5,Friday
2024-01-06,2024,Q1,January,1,1,6,Saturday
2024-01-07,2024,Q1,January,1,1,7,Sunday
2024-01-08,2024,Q1,January,1,2,8,Monday
2024-01-09,2024,Q1,January,1,2,9,Tuesday
2024-01-10,2024,Q1,January,1,2,10,Wednesday
2024-01-11,2024,Q1,January,1,2,11,Thursday
2024-01-12,2024,Q1,January,1,2,12,Friday
2024-01-13,2024,Q1,January,1,2,13,Saturday
2024-01-14,2024,Q1,January,1,2,14,Sunday
2024-01-15,2024,Q1,January,1,3,15,Monday
2024-01-16,2024,Q1,January,1,3,16,Tuesday
2024-01-17,2024,Q1,January,1,3,17,Wednesday
2024-01-18,2024,Q1,January,1,3,18,Thursday
2024-01-19,2024,Q1,January,1,3,19,Friday
2024-01-20,2024,Q1,January,1,3,20,Saturday
2024-01-21,2024,Q1,January,1,3,21,Sunday
2024-01-22,2024,Q1,January,1,4,22,Monday
2024-01-23,2024,Q1,January,1,4,23,Tuesday
2024-01-24,2024,Q1,January,1,4,24,Wednesday
2024-01-25,2024,Q1,January,1,4,25,Thursday
2024-01-26,2024,Q1,January,1,4,26,Friday
2024-01-27,2024,Q1,January,1,4,27,Saturday
2024-01-28,2024,Q1,January,1,4,28,Sunday
2024-01-29,2024,Q1,January,1,5,29,Monday
2024-01-30,2024,Q1,January,1,5,30,Tuesday
2024-01-31,2024,Q1,January,1,5,31,Wednesday
2024-02-01,2024,Q1,February,2,5,1,Thursday
2024-02-02,2024,Q1,February,2,5,2,Friday
2024-02-03,2024,Q1,February,2,5,3,Saturday
2024-02-04,2024,Q1,February,2,5,4,Sunday
2024-02-05,2024,Q1,February,2,6,5,Monday
2024-02-06,2024,Q1,February,2,6,6,Tuesday
2024-02-07,2024,Q1,February,2,6,7,Wednesday
2024-02-08,2024,Q1,February,2,6,8,Thursday
2024-02-09,2024,Q1,February,2,6,9,Friday
2024-02-10,2024,Q1,February,2,6,10,Saturday
2024-02-11,2024,Q1,February,2,6,11,Sunday
2024-02-12,2024,Q1,February,2,7,12,Monday
2024-02-13,2024,Q1,February,2,7,13,Tuesday
2024-02-14,2024,Q1,February,2,7,14,Wednesday
2024-02-15,2024,Q1,February,2,7,15,Thursday
2024-02-16,2024,Q1,February,2,7,16,Friday
2024-02-17,2024,Q1,February,2,7,17,Saturday
2024-02-18,2024,Q1,February,2,7,18,Sunday
2024-02-19,2024,Q1,February,2,8,19,Monday
2024-02-20,2024,Q1,February,2,8,20,Tuesday
2024-02-21,2024,Q1,February,2,8,21,Wednesday
2024-02-22,2024,Q1,February,2,8,22,Thursday
2024-02-23,2024,Q1,February,2,8,23,Friday
2024-02-24,2024,Q1,February,2,8,24,Saturday
2024-02-25,2024,Q1,February,2,8,25,Sunday
2024-02-26,2024,Q1,February,2,9,26,Monday
2024-02-27,2024,Q1,February,2,9,27,Tuesday
2024-02-28,2024,Q1,February,2,9,28,Wednesday
2024-02-29,2024,Q1,February,2,9,29,Thursday
2024-03-01,2024,Q1,March,3,9,1,Friday
2024-03-02,2024,Q1,March,3,9,2,Saturday
2024-03-03,2024,Q1,March,3,9,3,Sunday
2024-03-04,2024,Q1,March,3,10,4,Monday
2024-03-05,2024,Q1,March,3,10,5,Tuesday
2024-03-06,2024,Q1,March,3,10,6,Wednesday
2024-03-07,2024,Q1,March,3,10,7,Thursday
2024-03-08,2024,Q1,March,3,10,8,Friday
2024-03-09,2024,Q1,March,3,10,9,Saturday
2024-03-10,2024,Q1,March,3,10,10,Sunday
2024-03-11,2024,Q1,March,3,11,11,Monday
2024-03-12,2024,Q1,March,3,11,12,Tuesday
2024-03-13,2024,Q1,March,3,11,13,Wednesday
2024-03-14,2024,Q1,March,3,11,14,Thursday
2024-03-15,2024,Q1,March,3,11,15,Friday
2024-03-16,2024,Q1,March,3,11,16,Saturday
2024-03-17,2024,Q1,March,3,11,17,Sunday
2024-03-18,2024,Q1,March,3,12,18,Monday
2024-03-19,2024,Q1,March,3,12,19,Tuesday
2024-03-20,2024,Q1,March,3,12,20,Wednesday
2024-03-21,2024,Q1,March,3,12,21,Thursday
2024-03-22,2024,Q1,March,3,12,22,Friday
2024-03-23,2024,Q1,March,3,12,23,Saturday
2024-03-24,2024,Q1,March,3,12,24,Sunday
2024-03-25,2024,Q1,March,3,13,25,Monday
2024-03-26,2024,Q1,March,3,13,26,Tuesday
2024-03-27,2024,Q1,March,3,13,27,Wednesday
2024-03-28,2024,Q1,March,3,13,28,Thursday
2024-03-29,2024,Q1,March,3,13,29,Friday
2024-03-30,2024,Q1,March,3,13,30,Saturday
2024-03-31,2024,Q1,March,3,13,31,Sunday
2024-04-01,2024,Q2,April,4,14,1,Monday
2024-04-02,2024,Q2,April,4,14,2,Tuesday
2024-04-03,2024,Q2,April,4,14,3,Wednesday
2024-04-04,2024,Q2,April,4,14,4,Thursday
2024-04-05,2024,Q2,April,4,14,5,Friday
2024-04-06,2024,Q2,April,4,14,6,Saturday
2024-04-07,2024,Q2,April,4,14,7,Sunday
2024-04-08,2024,Q2,April,4,15,8,Monday
2024-04-09,2024,Q2,April,4,15,9,Tuesday
2024-04-10,2024,Q2,April,4,15,10,Wednesday
2024-04-11,2024,Q2,April,4,15,11,Thursday
2024-04-12,2024,Q2,April,4,15,12,Friday
2024-04-13,2024,Q2,April,4,15,13,Saturday
2024-04-14,2024,Q2,April,4,15,14,Sunday
2024-04-15,2024,Q2,April,4,16,15,Monday
2024-04-16,2024,Q2,April,4,16,16,Tuesday
2024-04-17,2024,Q2,April,4,16,17,Wednesday
2024-04-18,2024,Q2,April,4,16,18,Thursday
2024-04-19,2024,Q2,April,4,16,19,Friday
2024-04-20,2024,Q2,April,4,16,20,Saturday
2024-04-21,2024,Q2,April,4,16,21,Sunday
2024-04-22,2024,Q2,April,4,17,22,Monday
2024-04-23,2024,Q2,April,4,17,23,Tuesday
2024-04-24,2024,Q2,April,4,17,24,Wednesday
2024-04-25,2024,Q2,April,4,17,25,Thursday
2024-04-26,2024,Q2,April,4,17,26,Friday
2024-04-27,2024,Q2,April,4,17,27,Saturday
2024-04-28,2024,Q2,April,4,17,28,Sunday
2024-04-29,2024,Q2,April,4,18,29,Monday
2024-04-30,2024,Q2,April,4,18,30,Tuesday
2024-05-01,2024,Q2,May,5,18,1,Wednesday
2024-05-02,2024,Q2,May,5,18,2,Thursday
2024-05-03,2024,Q2,May,5,18,3,Friday
2024-05-04,2024,Q2,May,5,18,4,Saturday
2024-05-05,2024,Q2,May,5,18,5,Sunday
2024-05-06,2024,Q2,May,5,19,6,Monday
2024-05-07,2024,Q2,May,5,19,7,Tuesday
2024-05-08,2024,Q2,May,5,19,8,Wednesday
2024-05-09,2024,Q2,May,5,19,9,Thursday
2024-05-10,2024,Q2,May,5,19,10,Friday
2024-05-11,2024,Q2,May,5,19,11,Saturday
2024-05-12,2024,Q2,May,5,19,12,Sunday
2024-05-13,2024,Q2,May,5,20,13,Monday
2024-05-14,2024,Q2,May,5,20,14,Tuesday
2024-05-15,2024,Q2,May,5,20,15,Wednesday
2024-05-16,2024,Q2,May,5,20,16,Thursday
2024-05-17,2024,Q2,May,5,20,17,Friday
2024-05-18,2024,Q2,May,5,20,18,Saturday
2024-05-19,2024,Q2,May,5,20,19,Sunday
2024-05-20,2024,Q2,May,5,21,20,Monday
2024-05-21,2024,Q2,May,5,21,21,Tuesday
2024-05-22,2024,Q2,May,5,21,22,Wednesday
2024-05-23,2024,Q2,May,5,21,23,Thursday
2024-05-24,2024,Q2,May,5,21,24,Friday
2024-05-25,2024,Q2,May,5,21,25,Saturday
2024-05-26,2024,Q2,May,5,21,26,Sunday
2024-05-27,2024,Q2,May,5,22,27,Monday
2024-05-28,2024,Q2,May,5,22,28,Tuesday
2024-05-29,2024,Q2,May,5,22,29,Wednesday
2024-05-30,2024,Q2,May,5,22,30,Thursday
2024-05-31,2024,Q2,May,5,22,31,Friday
2024-06-01,2024,Q2,June,6,22,1,Saturday
2024-06-02,2024,Q2,June,6,22,2,Sunday
2024-06-03,2024,Q2,June,6,23,3,Monday
2024-06-04,2024,Q2,June,6,23,4,Tuesday
2024-06-05,2024,Q2,June,6,23,5,Wednesday
2024-06-06,2024,Q2,June,6,23,6,Thursday
2024-06-07,2024,Q2,June,6,23,7,Friday
2024-06-08,2024,Q2,June,6,23,8,Saturday
2024-06-09,2024,Q2,June,6,23,9,Sunday
2024-06-10,2024,Q2,June,6,24,10,Monday
2024-06-11,2024,Q2,June,6,24,11,Tuesday
2024-06-12,2024,Q2,June,6,24,12,Wednesday
2024-06-13,2024,Q2,June,6,24,13,Thursday
2024-06-14,2024,Q2,June,6,24,14,Friday
2024-06-15,2024,Q2,June,6,24,15,Saturday
2024-06-16,2024,Q2,June,6,24,16,Sunday
2024-06-17,2024,Q2,June,6,25,17,Monday
2024-06-18,2024,Q2,June,6,25,18,Tuesday
2024-06-19,2024,Q2,June,6,25,19,Wednesday
2024-06-20,2024,Q2,June,6,25,20,Thursday
2024-06-21,2024,Q2,June,6,25,21,Friday
2024-06-22,2024,Q2,June,6,25,22,Saturday
2024-06-23,2024,Q2,June,6,25,23,Sunday
2024-06-24,2024,Q2,June,6,26,24,Monday
2024-06-25,2024,Q2,June,6,26,25,Tuesday
2024-06-26,2024,Q2,June,6,26,26,Wednesday
2024-06-27,2024,Q2,June,6,26,27,Thursday
2024-06-28,2024,Q2,June,6,26,28,Friday
2024-06-29,2024,Q2,June,6,26,29,Saturday
2024-06-30,2024,Q2,June,6,26,30,Sunday
2024-07-01,2024,Q3,July,7,27,1,Monday
2024-07-02,2024,Q3,July,7,27,2,Tuesday
2024-07-03,2024,Q3,July,7,27,3,Wednesday
2024-07-04,2024,Q3,July,7,27,4,Thursday
2024-07-05,2024,Q3,July,7,27,5,Friday
2024-07-06,2024,Q3,July,7,27,6,Saturday
2024-07-07,2024,Q3,July,7,27,7,Sunday
2024-07-08,2024,Q3,July,7,28,8,Monday
2024-07-09,2024,Q3,July,7,28,9,Tuesday
2024-07-10,2024,Q3,July,7,28,10,Wednesday
2024-07-11,2024,Q3,July,7,28,11,Thursday
2024-07-12,2024,Q3,July,7,28,12,Friday
2024-07-13,2024,Q3,July,7,28,13,Saturday
2024-07-14,2024,Q3,July,7,28,14,Sunday
2024-07-15,2024,Q3,July,7,29,15,Monday
2024-07-16,2024,Q3,July,7,29,16,Tuesday
2024-07-17,2024,Q3,July,7,29,17,Wednesday
2024-07-18,2024,Q3,July,7,29,18,Thursday
2024-07-19,2024,Q3,July,7,29,19,Friday
2024-07-20,2024,Q3,July,7,29,20,Saturday
2024-07-21,2024,Q3,July,7,29,21,Sunday
2024-07-22,2024,Q3,July,7,30,22,Monday
2024-07-23,2024,Q3,July,7,30,23,Tuesday
2024-07-24,2024,Q3,July,7,30,24,Wednesday
2024-07-25,2024,Q3,July,7,30,25,Thursday
2024-07-26,2024,Q3,July,7,30,26,Friday
2024-07-27,2024,Q3,July,7,30,27,Saturday
2024-07-28,2024,Q3,July,7,30,28,Sunday
2024-07-29,2024,Q3,July,7,31,29,Monday
2024-07-30,2024,Q3,July,7,31,30,Tuesday
2024-07-31,2024,Q3,July,7,31,31,Wednesday
2024-08-01,2024,Q3,August,8,31,1,Thursday
2024-08-02,2024,Q3,August,8,31,2,Friday
2024-08-03,2024,Q3,August,8,31,3,Saturday
2024-08-04,2024,Q3,August,8,31,4,Sunday
2024-08-05,2024,Q3,August,8,32,5,Monday
2024-08-06,2024,Q3,August,8,32,6,Tuesday
2024-08-07,2024,Q3,August,8,32,7,Wednesday
2024-08-08,2024,Q3,August,8,32,8,Thursday
2024-08-09,2024,Q3,August,8,32,9,Friday
2024-08-10,2024,Q3,August,8,32,10,Saturday
2024-08-11,2024,Q3,August,8,32,11,Sunday
2024-08-12,2024,Q3,August,8,33,12,Monday
2024-08-13,2024,Q3,August,8,33,13,Tuesday
2024-08-14,2024,Q3,August,8,33,14,Wednesday
2024-08-15,2024,Q3,August,8,33,15,Thursday
2024-08-16,2024,Q3,August,8,33,16,Friday
2024-08-17,2024,Q3,August,8,33,17,Saturday
2024-08-18,2024,Q3,August,8,33,18,Sunday
2024-08-19,2024,Q3,August,8,34,19,Monday
2024-08-20,2024,Q3,August,8,34,20,Tuesday
2024-08-21,2024,Q3,August,8,34,21,Wednesday
2024-08-22,2024,Q3,August,8,34,22,Thursday
2024-08-23,2024,Q3,August,8,34,23,Friday
2024-08-24,2024,Q3,August,8,34,24,Saturday
2024-08-25,2024,Q3,August,8,34,25,Sunday
2024-08-26,2024,Q3,August,8,35,26,Monday
2024-08-27,2024,Q3,August,8,35,27,Tuesday
2024-08-28,2024,Q3,August,8,35,28,Wednesday
2024-08-29,2024,Q3,August,8,35,29,Thursday
2024-08-30,2024,Q3,August,8,35,30,Friday
2024-08-31,2024,Q3,August,8,35,31,Saturday
2024-09-01,2024,Q3,September,9,35,1,Sunday
2024-09-02,2024,Q3,September,9,36,2,Monday
2024-09-03,2024,Q3,September,9,36,3,Tuesday
2024-09-04,2024,Q3,September,9,36,4,Wednesday
2024-09-05,2024,Q3,September,9,36,5,Thursday
2024-09-06,2024,Q3,September,9,36,6,Friday
2024-09-07,2024,Q3,September,9,36,7,Saturday
2024-09-08,2024,Q3,September,9,36,8,Sunday
2024-09-09,2024,Q3,September,9,37,9,Monday
2024-09-10,2024,Q3,September,9,37,10,Tuesday
2024-09-11,2024,Q3,September,9,37,11,Wednesday
2024-09-12,2024,Q3,September,9,37,12,Thursday
2024-09-13,2024,Q3,September,9,37,13,Friday
2024-09-14,2024,Q3,September,9,37,14,Saturday
2024-09-15,2024,Q3,September,9,37,15,Sunday
2024-09-16,2024,Q3,September,9,38,16,Monday
2024-09-17,2024,Q3,September,9,38,17,Tuesday
2024-09-18,2024,Q3,September,9,38,18,Wednesday
2024-09-19,2024,Q3,September,9,38,19,Thursday
2024-09-20,2024,Q3,September,9,38,20,Friday
2024-09-21,2024,Q3,September,9,38,21,Saturday
2024-09-22,2024,Q3,September,9,38,22,Sunday
2024-09-23,2024,Q3,September,9,39,23,Monday
2024-09-24,2024,Q3,September,9,39,24,Tuesday
2024-09-25,2024,Q3,September,9,39,25,Wednesday
2024-09-26,2024,Q3,September,9,39,26,Thursday
2024-09-27,2024,Q3,September,9,39,27,Friday
2024-09-28,2024,Q3,September,9,39,28,Saturday
2024-09-29,2024,Q3,September,9,39,29,Sunday
2024-09-30,2024,Q3,September,9,40,30,Monday
2024-10-01,2024,Q4,October,10,40,1,Tuesday
2024-10-02,2024,Q4,October,10,40,2,Wednesday
2024-10-03,2024,Q4,October,10,40,3,Thursday
2024-10-04,2024,Q4,October,10,40,4,Friday
2024-10-05,2024,Q4,October,10,40,5,Saturday
2024-10-06,2024,Q4,October,10,40,6,Sunday
2024-10-07,2024,Q4,October,10,41,7,Monday
2024-10-08,2024,Q4,October,10,41,8,Tuesday
2024-10-09,2024,Q4,October,10,41,9,Wednesday
2024-10-10,2024,Q4,October,10,41,10,Thursday
2024-10-11,2024,Q4,October,10,41,11,Friday
2024-10-12,2024,Q4,October,10,41,12,Saturday
2024-10-13,2024,Q4,October,10,41,13,Sunday
2024-10-14,2024,Q4,October,10,42,14,Monday
2024-10-15,2024,Q4,October,10,42,15,Tuesday
2024-10-16,2024,Q4,October,10,42,16,Wednesday
2024-10-17,2024,Q4,October,10,42,17,Thursday
2024-10-18,2024,Q4,October,10,42,18,Friday
2024-10-19,2024,Q4,October,10,42,19,Saturday
2024-10-20,2024,Q4,October,10,42,20,Sunday
2024-10-21,2024,Q4,October,10,43,21,Monday
2024-10-22,2024,Q4,October,10,43,22,Tuesday
2024-10-23,2024,Q4,October,10,43,23,Wednesday
2024-10-24,2024,Q4,October,10,43,24,Thursday
2024-10-25,2024,Q4,October,10,43,25,Friday
2024-10-26,2024,Q4,October,10,43,26,Saturday
2024-10-27,2024,Q4,October,10,43,27,Sunday
2024-10-28,2024,Q4,October,10,44,28,Monday
2024-10-29,2024,Q4,October,10,44,29,Tuesday
2024-10-30,2024,Q4,October,10,44,30,Wednesday
2024-10-31,2024,Q4,October,10,44,31,Thursday
2024-11-01,2024,Q4,November,11,44,1,Friday
2024-11-02,2024,Q4,November,11,44,2,Saturday
2024-11-03,2024,Q4,November,11,44,3,Sunday
2024-11-04,2024,Q4,November,11,45,4,Monday
2024-11-05,2024,Q4,November,11,45,5,Tuesday
2024-11-06,2024,Q4,November,11,45,6,Wednesday
2024-11-07,2024,Q4,November,11,45,7,Thursday
2024-11-08,2024,Q4,November,11,45,8,Friday
2024-11-09,2024,Q4,November,11,45,9,Saturday
2024-11-10,2024,Q4,November,11,45,10,Sunday
2024-11-11,2024,Q4,November,11,46,11,Monday
2024-11-12,2024,Q4,November,11,46,12,Tuesday
2024-11-13,2024,Q4,November,11,46,13,Wednesday
2024-11-14,2024,Q4,November,11,46,14,Thursday
2024-11-15,2024,Q4,November,11,46,15,Friday
2024-11-16,2024,Q4,November,11,46,16,Saturday
2024-11-17,2024,Q4,November,11,46,17,Sunday
2024-11-18,2024,Q4,November,11,47,18,Monday
2024-11-19,2024,Q4,November,11,47,19,Tuesday
2024-11-20,2024,Q4,November,11,47,20,Wednesday
2024-11-21,2024,Q4,November,11,47,21,Thursday
2024-11-22,2024,Q4,November,11,47,22,Friday
2024-11-23,2024,Q4,November,11,47,23,Saturday
2024-11-24,2024,Q4,November,11,47,24,Sunday
2024-11-25,2024,Q4,November,11,48,25,Monday
2024-11-26,2024,Q4,November,11,48,26,Tuesday
2024-11-27,2024,Q4,November,11,48,27,Wednesday
2024-11-28,2024,Q4,November,11,48,28,Thursday
2024-11-29,2024,Q4,November,11,48,29,Friday
2024-11-30,2024,Q4,November,11,48,30,Saturday
2024-12-01,2024,Q4,December,12,48,1,Sunday
2024-12-02,2024,Q4,December,12,49,2,Monday
2024-12-03,2024,Q4,December,12,49,3,Tuesday
2024-12-04,2024,Q4,December,12,49,4,Wednesday
2024-12-05,2024,Q4,December,12,49,5,Thursday
2024-12-06,2024,Q4,December,12,49,6,Friday
2024-12-07,2024,Q4,December,12,49,7,Saturday
2024-12-08,2024,Q4,December,12,49,8,Sunday
2024-12-09,2024,Q4,December,12,50,9,Monday
2024-12-10,2024,Q4,December,12,50,10,Tuesday
2024-12-11,2024,Q4,December,12,50,11,Wednesday
2024-12-12,2024,Q4,December,12,50,12,Thursday
2024-12-13,2024,Q4,December,12,50,13,Friday
2024-12-14,2024,Q4,December,12,50,14,Saturday
2024-12-15,2024,Q4,December,12,50,15,Sunday
2024-12-16,2024,Q4,December,12,51,16,Monday
2024-12-17,2024,Q4,December,12,51,17,Tuesday
2024-12-18,2024,Q4,December,12,51,18,Wednesday
2024-12-19,2024,Q4,December,12,51,19,Thursday
2024-12-20,2024,Q4,December,12,51,20,Friday
2024-12-21,2024,Q4,December,12,51,21,Saturday
2024-12-22,2024,Q4,December,12,51,22,Sunday
2024-12-23,2024,Q4,December,12,52,23,Monday
2024-12-24,2024,Q4,December,12,52,24,Tuesday
2024-12-25,2024,Q4,December,12,52,25,Wednesday
2024-12-26,2024,Q4,December,12,52,26,Thursday
2024-12-27,2024,Q4,December,12,52,27,Friday
2024-12-28,2024,Q4,December,12,52,28,Saturday
2024-12-29,2024,Q4,December,12,52,29,Sunday
2024-12-30,2024,Q4,December,12,1,30,Monday
2024-12-31,2024,Q4,December,12,1,31,Tuesday
2025-01-01,2025,Q1,January,1,1,1,Wednesday
2025-01-02,2025,Q1,January,1,1,2,Thursday
2025-01-03,2025,Q1,January,1,1,3,Friday
2025-01-04,2025,Q1,January,1,1,4,Saturday
2025-01-05,2025,Q1,January,1,1,5,Sunday
2025-01-06,2025,Q1,January,1,2,6,Monday
2025-01-07,2025,Q1,January,1,2,7,Tuesday
2025-01-08,2025,Q1,January,1,2,8,Wednesday
2025-01-09,2025,Q1,January,1,2,9,Thursday
2025-01-10,2025,Q1,January,1,2,10,Friday
2025-01-11,2025,Q1,January,1,2,11,Saturday
2025-01-12,2025,Q1,January,1,2,12,Sunday
2025-01-13,2025,Q1,January,1,3,13,Monday
2025-01-14,2025,Q1,January,1,3,14,Tuesday
2025-01-15,2025,Q1,January,1,3,15,Wednesday
2025-01-16,2025,Q1,January,1,3,16,Thursday
2025-01-17,2025,Q1,January,1,3,17,Friday
2025-01-18,2025,Q1,January,1,3,18,Saturday
2025-01-19,2025,Q1,January,1,3,19,Sunday
2025-01-20,2025,Q1,January,1,4,20,Monday
2025-01-21,2025,Q1,January,1,4,21,Tuesday
2025-01-22,2025,Q1,January,1,4,22,Wednesday
2025-01-23,2025,Q1,January,1,4,23,Thursday
2025-01-24,2025,Q1,January,1,4,24,Friday
2025-01-25,2025,Q1,January,1,4,25,Saturday
2025-01-26,2025,Q1,January,1,4,26,Sunday
2025-01-27,2025,Q1,January,1,5,27,Monday
2025-01-28,2025,Q1,January,1,5,28,Tuesday
2025-01-29,2025,Q1,January,1,5,29,Wednesday
2025-01-30,2025,Q1,January,1,5,30,Thursday
2025-01-31,2025,Q1,January,1,5,31,Friday
2025-02-01,2025,Q1,February,2,5,1,Saturday
2025-02-02,2025,Q1,February,2,5,2,Sunday
2025-02-03,2025,Q1,February,2,6,3,Monday
2025-02-04,2025,Q1,February,2,6,4,Tuesday
2025-02-05,2025,Q1,February,2,6,5,Wednesday
2025-02-06,2025,Q1,February,2,6,6,Thursday
2025-02-07,2025,Q1,February,2,6,7,Friday
2025-02-08,2025,Q1,February,2,6,8,Saturday
2025-02-09,2025,Q1,February,2,6,9,Sunday
2025-02-10,2025,Q1,February,2,7,10,Monday
2025-02-11,2025,Q1,February,2,7,11,Tuesday
2025-02-12,2025,Q1,February,2,7,12,Wednesday
2025-02-13,2025,Q1,February,2,7,13,Thursday
2025-02-14,2025,Q1,February,2,7,14,Friday
2025-02-15,2025,Q1,February,2,7,15,Saturday
2025-02-16,2025,Q1,February,2,7,16,Sunday
2025-02-17,2025,Q1,February,2,8,17,Monday
2025-02-18,2025,Q1,February,2,8,18,Tuesday
2025-02-19,2025,Q1,February,2,8,19,Wednesday
2025-02-20,2025,Q1,February,2,8,20,Thursday
2025-02-21,2025,Q1,February,2,8,21,Friday
2025-02-22,2025,Q1,February,2,8,22,Saturday
2025-02-23,2025,Q1,February,2,8,23,Sunday
2025-02-24,2025,Q1,February,2,9,24,Monday
2025-02-25,2025,Q1,February,2,9,25,Tuesday
2025-02-26,2025,Q1,February,2,9,26,Wednesday
2025-02-27,2025,Q1,February,2,9,27,Thursday
2025-02-28,2025,Q1,February,2,9,28,Friday
2025-03-01,2025,Q1,March,3,9,1,Saturday
2025-03-02,2025,Q1,March,3,9,2,Sunday
2025-03-03,2025,Q1,March,3,10,3,Monday
2025-03-04,2025,Q1,March,3,10,4,Tuesday
2025-03-05,2025,Q1,March,3,10,5,Wednesday
2025-03-06,2025,Q1,March,3,10,6,Thursday
2025-03-07,2025,Q1,March,3,10,7,Friday
2025-03-08,2025,Q1,March,3,10,8,Saturday
2025-03-09,2025,Q1,March,3,10,9,Sunday
2025-03-10,2025,Q1,March,3,11,10,Monday
2025-03-11,2025,Q1,March,3,11,11,Tuesday
2025-03-12,2025,Q1,March,3,11,12,Wednesday
2025-03-13,2025,Q1,March,3,11,13,Thursday
2025-03-14,2025,Q1,March,3,11,14,Friday
2025-03-15,2025,Q1,March,3,11,15,Saturday
2025-03-16,2025,Q1,March,3,11,16,Sunday
2025-03-17,2025,Q1,March,3,12,17,Monday
2025-03-18,2025,Q1,March,3,12,18,Tuesday
2025-03-19,2025,Q1,March,3,12,19,Wednesday
2025-03-20,2025,Q1,March,3,12,20,Thursday
2025-03-21,2025,Q1,March,3,12,21,Friday
2025-03-22,2025,Q1,March,3,12,22,Saturday
2025-03-23,2025,Q1,March,3,12,23,Sunday
2025-03-24,2025,Q1,March,3,13,24,Monday
2025-03-25,2025,Q1,March,3,13,25,Tuesday
2025-03-26,2025,Q1,March,3,13,26,Wednesday
2025-03-27,2025,Q1,March,3,13,27,Thursday
2025-03-28,2025,Q1,March,3,13,28,Friday
2025-03-29,2025,Q1,March,3,13,29,Saturday
2025-03-30,2025,Q1,March,3,13,30,Sunday
